epoch,name,cpu_percent
1785934781,loadtest-sim-k6-run-b8524115bdbb,15.48
1785934781,lts-app,25.75
1785934781,lts-prometheus,30.94
1785934781,lts-nginx,0.00
1785934781,lts-cadvisor,1.79
1785934781,lts-pg-exporter,1.08
1785934781,lts-grafana,0.78
1785934781,lts-postgres,18.73
1785934785,loadtest-sim-k6-run-b8524115bdbb,15.09
1785934785,lts-app,25.80
1785934785,lts-prometheus,35.91
1785934785,lts-nginx,0.00
1785934785,lts-cadvisor,1.54
1785934785,lts-pg-exporter,0.99
1785934785,lts-grafana,5.54
1785934785,lts-postgres,17.21
