1785936757,loadtest-sim-k6-run-229318270606,82.20
1785936757,lts-app,109.35
1785936757,lts-nginx,0.00
1785936757,lts-grafana,0.88
1785936757,lts-pg-exporter,0.95
1785936757,lts-postgres,53.89
1785936757,lts-prometheus,0.36
1785936761,loadtest-sim-k6-run-229318270606,89.33
1785936761,lts-app,101.49
1785936761,lts-nginx,0.00
1785936761,lts-grafana,1.00
1785936761,lts-pg-exporter,1.07
1785936761,lts-postgres,52.21
1785936761,lts-prometheus,5.26
1785936765,loadtest-sim-k6-run-229318270606,85.10
1785936765,lts-app,110.36
1785936765,lts-nginx,0.00
1785936765,lts-grafana,0.78
1785936765,lts-pg-exporter,1.20
1785936765,lts-postgres,63.93
1785936765,lts-prometheus,21.53
1785936769,loadtest-sim-k6-run-229318270606,112.37
1785936769,lts-app,108.47
1785936769,lts-nginx,0.00
1785936769,lts-grafana,0.95
1785936769,lts-pg-exporter,0.89
1785936769,lts-postgres,57.15
1785936769,lts-prometheus,0.67
1785936773,loadtest-sim-k6-run-229318270606,96.03
1785936773,lts-app,114.62
1785936773,lts-nginx,0.00
1785936773,lts-grafana,0.83
1785936773,lts-pg-exporter,0.93
1785936773,lts-postgres,61.08
1785936773,lts-prometheus,6.58
1785936777,loadtest-sim-k6-run-229318270606,95.62
1785936777,lts-app,105.42
1785936777,lts-nginx,0.00
1785936777,lts-grafana,0.80
1785936777,lts-pg-exporter,0.31
1785936777,lts-postgres,62.78
1785936777,lts-prometheus,0.25
1785936781,loadtest-sim-k6-run-229318270606,94.57
1785936781,lts-app,111.55
1785936781,lts-nginx,0.00
1785936781,lts-grafana,0.79
1785936781,lts-pg-exporter,0.00
1785936781,lts-postgres,60.44
1785936781,lts-prometheus,0.35
1785936786,loadtest-sim-k6-run-229318270606,94.52
1785936786,lts-app,111.33
1785936786,lts-nginx,0.00
1785936786,lts-grafana,0.99
1785936786,lts-pg-exporter,0.00
1785936786,lts-postgres,60.44
1785936786,lts-prometheus,0.14
1785936790,loadtest-sim-k6-run-229318270606,82.92
1785936790,lts-app,109.01
1785936790,lts-nginx,0.00
1785936790,lts-grafana,0.88
1785936790,lts-pg-exporter,0.00
1785936790,lts-postgres,52.72
1785936790,lts-prometheus,13.37
1785936794,loadtest-sim-k6-run-229318270606,117.91
1785936794,lts-app,114.13
1785936794,lts-nginx,0.00
1785936794,lts-grafana,1.06
1785936794,lts-pg-exporter,0.00
1785936794,lts-postgres,54.33
1785936794,lts-prometheus,1.07
1785936798,loadtest-sim-k6-run-229318270606,93.90
1785936798,lts-app,110.88
1785936798,lts-nginx,0.00
1785936798,lts-grafana,0.76
1785936798,lts-pg-exporter,0.00
1785936798,lts-postgres,56.20
1785936798,lts-prometheus,0.36
1785936802,loadtest-sim-k6-run-229318270606,96.36
1785936802,lts-app,112.38
1785936802,lts-nginx,0.00
1785936802,lts-grafana,0.70
1785936802,lts-pg-exporter,0.00
1785936802,lts-postgres,57.39
1785936802,lts-prometheus,0.38
1785936806,loadtest-sim-k6-run-229318270606,97.02
1785936806,lts-app,111.62
1785936806,lts-nginx,0.00
1785936806,lts-grafana,5.21
1785936806,lts-pg-exporter,0.00
1785936806,lts-postgres,59.31
1785936806,lts-prometheus,0.15
1785936810,loadtest-sim-k6-run-229318270606,85.36
1785936810,lts-app,108.93
1785936810,lts-nginx,0.00
1785936810,lts-grafana,0.93
1785936810,lts-pg-exporter,0.00
1785936810,lts-postgres,59.21
1785936810,lts-prometheus,40.69
1785936814,loadtest-sim-k6-run-229318270606,113.39
1785936814,lts-app,106.27
1785936814,lts-nginx,0.00
1785936814,lts-grafana,0.82
1785936814,lts-pg-exporter,0.00
1785936814,lts-postgres,56.36
1785936814,lts-prometheus,0.82
1785936818,loadtest-sim-k6-run-229318270606,103.65
1785936818,lts-app,106.04
1785936818,lts-nginx,0.00
1785936818,lts-grafana,0.81
1785936818,lts-pg-exporter,1.11
1785936818,lts-postgres,59.31
1785936818,lts-prometheus,0.19
1785936822,loadtest-sim-k6-run-229318270606,89.10
1785936822,lts-app,108.08
1785936822,lts-nginx,0.00
1785936822,lts-grafana,0.81
1785936822,lts-pg-exporter,1.11
1785936822,lts-postgres,55.37
1785936822,lts-prometheus,0.28
1785936827,loadtest-sim-k6-run-229318270606,85.83
1785936827,lts-app,108.71
1785936827,lts-nginx,0.00
1785936827,lts-grafana,0.77
1785936827,lts-pg-exporter,1.20
1785936827,lts-postgres,62.10
1785936827,lts-prometheus,0.32
1785936831,loadtest-sim-k6-run-229318270606,96.32
1785936831,lts-app,112.55
1785936831,lts-nginx,0.00
1785936831,lts-grafana,0.99
1785936831,lts-pg-exporter,1.49
1785936831,lts-postgres,63.63
1785936831,lts-prometheus,51.40
1785936835,loadtest-sim-k6-run-229318270606,90.02
1785936835,lts-app,114.65
1785936835,lts-nginx,0.00
1785936835,lts-grafana,0.75
1785936835,lts-pg-exporter,1.00
1785936835,lts-postgres,64.27
1785936835,lts-prometheus,0.32
1785936839,loadtest-sim-k6-run-229318270606,110.45
1785936839,lts-app,110.48
1785936839,lts-nginx,0.00
1785936839,lts-grafana,1.03
1785936839,lts-pg-exporter,0.99
1785936839,lts-postgres,62.69
1785936839,lts-prometheus,0.81
1785936843,loadtest-sim-k6-run-229318270606,104.42
1785936843,lts-app,113.44
1785936843,lts-nginx,0.00
1785936843,lts-grafana,0.95
1785936843,lts-pg-exporter,1.41
1785936843,lts-postgres,63.67
1785936843,lts-prometheus,0.18
1785936847,loadtest-sim-k6-run-229318270606,104.02
1785936847,lts-app,112.92
1785936847,lts-nginx,0.00
1785936847,lts-grafana,0.80
1785936847,lts-pg-exporter,1.22
1785936847,lts-postgres,63.96
1785936847,lts-prometheus,0.23
1785936851,loadtest-sim-k6-run-229318270606,102.33
1785936851,lts-app,110.81
1785936851,lts-nginx,0.00
1785936851,lts-grafana,0.76
1785936851,lts-pg-exporter,2.02
1785936851,lts-postgres,63.21
1785936851,lts-prometheus,52.15
1785936855,loadtest-sim-k6-run-229318270606,105.53
1785936855,lts-app,114.66
1785936855,lts-nginx,0.00
1785936855,lts-grafana,1.00
1785936855,lts-pg-exporter,0.00
1785936855,lts-postgres,63.21
1785936855,lts-prometheus,0.15
1785936860,loadtest-sim-k6-run-229318270606,88.10
1785936860,lts-app,110.15
1785936860,lts-nginx,0.00
1785936860,lts-grafana,1.04
1785936860,lts-pg-exporter,0.00
1785936860,lts-postgres,60.28
1785936860,lts-prometheus,33.32
1785936864,loadtest-sim-k6-run-229318270606,116.86
1785936864,lts-app,115.77
1785936864,lts-nginx,0.00
1785936864,lts-grafana,1.04
1785936864,lts-pg-exporter,0.00
1785936864,lts-postgres,56.88
1785936864,lts-prometheus,21.84
1785936868,loadtest-sim-k6-run-229318270606,90.52
1785936868,lts-app,112.57
1785936868,lts-nginx,0.00
1785936868,lts-grafana,0.73
1785936868,lts-pg-exporter,0.00
1785936868,lts-postgres,62.69
1785936868,lts-prometheus,0.31
1785936872,loadtest-sim-k6-run-229318270606,105.18
1785936872,lts-app,111.52
1785936872,lts-nginx,0.00
1785936872,lts-grafana,0.73
1785936872,lts-pg-exporter,0.00
1785936872,lts-postgres,60.97
1785936872,lts-prometheus,51.35
1785936876,loadtest-sim-k6-run-229318270606,89.65
1785936876,lts-app,114.06
1785936876,lts-nginx,0.00
1785936876,lts-grafana,0.84
1785936876,lts-pg-exporter,0.00
1785936876,lts-postgres,62.64
1785936876,lts-prometheus,3.58
1785936880,loadtest-sim-k6-run-229318270606,93.82
1785936880,lts-app,110.60
1785936880,lts-nginx,0.00
1785936880,lts-grafana,0.88
1785936880,lts-pg-exporter,0.00
1785936880,lts-postgres,64.19
1785936880,lts-prometheus,0.26
1785936884,loadtest-sim-k6-run-229318270606,118.57
1785936884,lts-app,112.08
1785936884,lts-nginx,0.00
1785936884,lts-grafana,0.82
1785936884,lts-pg-exporter,0.00
1785936884,lts-postgres,59.09
1785936884,lts-prometheus,31.46
1785936888,loadtest-sim-k6-run-229318270606,95.92
1785936888,lts-app,112.84
1785936888,lts-nginx,0.00
1785936888,lts-grafana,0.92
1785936888,lts-pg-exporter,0.48
1785936888,lts-postgres,64.35
1785936888,lts-prometheus,0.33
