epoch,name,cpu_percent
1785934914,loadtest-sim-k6-run-4ff280f7281c,42.36
1785934914,lts-app,65.94
1785934914,lts-prometheus,50.26
1785934914,lts-nginx,0.00
1785934914,lts-cadvisor,1.30
1785934914,lts-pg-exporter,0.00
1785934914,lts-grafana,0.97
1785934914,lts-postgres,19.24
1785934918,loadtest-sim-k6-run-4ff280f7281c,39.96
1785934918,lts-app,67.73
1785934918,lts-prometheus,50.14
1785934918,lts-nginx,0.00
1785934918,lts-cadvisor,0.45
1785934918,lts-pg-exporter,0.00
1785934918,lts-grafana,0.93
1785934918,lts-postgres,19.45
1785934922,loadtest-sim-k6-run-4ff280f7281c,44.09
1785934922,lts-app,65.09
1785934922,lts-prometheus,46.32
1785934922,lts-nginx,0.00
1785934922,lts-cadvisor,0.57
1785934922,lts-pg-exporter,0.00
1785934922,lts-grafana,0.96
1785934922,lts-postgres,18.16
