epoch,name,cpu_percent
1785935192,lts-cadvisor,1.61
1785935192,lts-pg-exporter,0.00
1785935192,lts-grafana,0.66
1785935192,lts-postgres,15.11
1785935196,loadtest-sim-k6-run-1cf7ab8a556b,14.75
1785935196,lts-app,23.41
1785935196,lts-prometheus,16.00
1785935196,lts-nginx,3.73
1785935196,lts-cadvisor,2.32
1785935196,lts-pg-exporter,0.00
1785935196,lts-grafana,0.82
1785935196,lts-postgres,18.75
1785935200,lts-app,2.16
1785935200,lts-prometheus,3.06
1785935200,lts-nginx,0.00
1785935200,lts-cadvisor,0.77
1785935200,lts-pg-exporter,0.00
1785935200,lts-grafana,0.92
1785935200,lts-postgres,0.00
